,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
749,prerank,cytoskeleton-dependent intracellular transport (GO:0030705),0.7334669338677355,1.194421063882303,0.22762951334379905,1.0,1.0,2/2,26.80%,KIF5C;MYO10
750,prerank,peptidyl-tyrosine phosphorylation (GO:0018108),-0.3816717019133938,-1.1943575163854072,0.18497109826589594,0.8882616147626152,1.0,7/7,62.20%,INSR;FGFR1;PTK2;EGFR;FLT4;IGF1R;DDR2
751,prerank,G protein-coupled acetylcholine receptor signaling pathway (GO:0007213),0.7311720089283882,1.194050964900099,0.22919937205651492,1.0,1.0,1/2,4.90%,CHRM3
752,prerank,acetylcholine receptor signaling pathway (GO:0095500),0.7311720089283882,1.194050964900099,0.22919937205651492,1.0,1.0,1/2,4.90%,CHRM3
753,prerank,medium-chain fatty acid catabolic process (GO:0051793),0.9039039039039038,1.193382088478601,0.2109704641350211,1.0,1.0,1/1,9.70%,GLYATL2
754,prerank,organic acid catabolic process (GO:0016054),0.9039039039039038,1.193382088478601,0.2109704641350211,1.0,1.0,1/1,9.70%,GLYATL2
755,prerank,long-chain fatty acid catabolic process (GO:0042758),0.9039039039039038,1.193382088478601,0.2109704641350211,1.0,1.0,1/1,9.70%,GLYATL2
756,prerank,engulfment of apoptotic cell (GO:0043652),0.6431020395087949,1.1929150578100163,0.21617852161785217,1.0,1.0,2/3,21.10%,XKR4;ADGRB1
757,prerank,positive regulation of calcium ion transmembrane transport (GO:1904427),0.6282075131675582,1.1919286479673301,0.24964539007092199,1.0,1.0,2/3,17.50%,CACNB2;CALCR
758,prerank,artery morphogenesis (GO:0048844),-0.5827482447342026,-1.1914695287999943,0.2435064935064935,0.9004897450016189,1.0,3/3,42.00%,BMPR1A;ADAMTS9;NF1
759,prerank,regulation of receptor binding (GO:1900120),0.8978978978978979,1.1911987629211516,0.20267686424474188,1.0,1.0,1/1,10.30%,GREM2
760,prerank,sequestering of BMP from receptor via BMP binding (GO:0038098),0.8978978978978979,1.1911987629211516,0.20267686424474188,1.0,1.0,1/1,10.30%,GREM2
761,prerank,positive regulation of translation (GO:0045727),-0.4024144869215292,-1.1904554195589077,0.17613636363636365,0.9034272237581559,1.0,6/6,60.10%,AGO2;UPF3A;PLD1;SAMD4A;UHMK1;CPEB3
762,prerank,negative regulation of myeloid cell differentiation (GO:0045638),0.6258776328986961,1.1881456569341788,0.21861152141802068,1.0,1.0,3/3,37.60%,MEIS1;CDK6;MEIS2
763,prerank,lymphocyte differentiation (GO:0030098),-0.4462311557788945,-1.1880213930797867,0.21428571428571427,0.9124591016203483,1.0,5/5,55.70%,HDAC5;CHD7;TPD52;PBX1;TOX
764,prerank,cellular calcium ion homeostasis (GO:0006874),0.4201857856208565,1.187988479615626,0.2560706401766004,1.0,1.0,6/12,30.10%,ADCY8;SLC24A2;HCRTR1;HCRTR2;BCL2;TRPV4
765,prerank,kinetochore organization (GO:0051383),-0.8918918918918919,-1.1874301567341239,0.23151750972762647,0.9056885814599958,1.0,1/1,11.00%,POGZ
766,prerank,mitotic sister chromatid cohesion (GO:0007064),-0.8918918918918919,-1.1874301567341239,0.23151750972762647,0.9056885814599958,1.0,1/1,11.00%,POGZ
767,prerank,kinetochore assembly (GO:0051382),-0.8918918918918919,-1.1874301567341239,0.23151750972762647,0.9056885814599958,1.0,1/1,11.00%,POGZ
768,prerank,centromere complex assembly (GO:0034508),-0.8918918918918919,-1.1874301567341239,0.23151750972762647,0.9056885814599958,1.0,1/1,11.00%,POGZ
769,prerank,protein localization to cell surface (GO:0034394),-0.8848848848848849,-1.1873616168399839,0.208984375,0.9036401721260562,1.0,1/1,11.70%,GGA2
770,prerank,regulation of NMDA receptor activity (GO:2000310),0.6431288975173445,1.1868292292332179,0.2446351931330472,1.0,1.0,2/3,22.80%,LRRC7;DLG2
771,prerank,endodermal cell differentiation (GO:0035987),0.5433225540958996,1.1867609584337764,0.25725593667546176,1.0,1.0,3/5,23.70%,HMGA2;COL8A1;LAMA3
772,prerank,endoderm formation (GO:0001706),0.5433225540958996,1.1867609584337764,0.25725593667546176,1.0,1.0,3/5,23.70%,HMGA2;COL8A1;LAMA3
773,prerank,histone-serine phosphorylation (GO:0035404),0.710957825689124,1.1867150195892169,0.23390894819466249,1.0,1.0,1/2,1.50%,HMGA2
774,prerank,regulation of chromosome separation (GO:1905818),-0.8998998998998999,-1.1854610894273279,0.22444889779559118,0.9013921281624722,1.0,1/1,10.20%,CSNK2A1
775,prerank,negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),-0.8998998998998999,-1.1854610894273279,0.22444889779559118,0.9013921281624722,1.0,1/1,10.20%,CSNK2A1
776,prerank,mitotic chromosome condensation (GO:0007076),-0.8998998998998999,-1.1854610894273279,0.22444889779559118,0.9013921281624722,1.0,1/1,10.20%,CSNK2A1
777,prerank,regulation of chromosome segregation (GO:0051983),-0.8998998998998999,-1.1854610894273279,0.22444889779559118,0.9013921281624722,1.0,1/1,10.20%,CSNK2A1
778,prerank,chromosome condensation (GO:0030261),-0.8998998998998999,-1.1854610894273279,0.22444889779559118,0.9013921281624722,1.0,1/1,10.20%,CSNK2A1
779,prerank,regulation of tumor necrosis factor production (GO:0032680),-0.5867602808425276,-1.1853419255554485,0.25949367088607594,0.8996630727026548,1.0,3/3,41.60%,GAS6;FOXP1;BPI
780,prerank,blood vessel diameter maintenance (GO:0097746),-0.5070281124497992,-1.1853034944976448,0.2490842490842491,0.8975012569074906,1.0,4/4,49.60%,PER2;ITGB1BP1;GCLM;ECE1
781,prerank,"nucleotide-excision repair, preincision complex assembly (GO:0006294)",-0.5767301905717152,-1.1852588693917105,0.2334384858044164,0.895334961881697,1.0,3/3,42.60%,MNAT1;CHD1L;DDB2
782,prerank,regulation of blood circulation (GO:1903522),-0.5070281124497992,-1.1847594646984756,0.24444444444444444,0.8951587757775077,1.0,4/4,49.60%,CAMK2D;PER2;CELF2;ECE1
783,prerank,protein targeting to peroxisome (GO:0006625),-0.6863727454909819,-1.1840502848163423,0.24431818181818182,0.8917749195426972,1.0,2/2,31.60%,ATAD1;ABCD3
784,prerank,peroxisomal membrane transport (GO:0015919),-0.6863727454909819,-1.1840502848163423,0.24431818181818182,0.8917749195426972,1.0,2/2,31.60%,ATAD1;ABCD3
785,prerank,protein import into peroxisome membrane (GO:0045046),-0.6863727454909819,-1.1840502848163423,0.24431818181818182,0.8917749195426972,1.0,2/2,31.60%,ATAD1;ABCD3
786,prerank,mitochondrial protein processing (GO:0034982),-0.6923847695390781,-1.1834555151824233,0.2531017369727047,0.8920908094351436,1.0,2/2,31.00%,YME1L1;IMMP1L
787,prerank,positive regulation of mitochondrial calcium ion concentration (GO:0051561),-0.8898898898898899,-1.183171489130971,0.23868312757201646,0.8847362126624063,1.0,1/1,11.20%,MICU1
788,prerank,regulation of cellular response to osmotic stress (GO:0106049),-0.8898898898898899,-1.183171489130971,0.23868312757201646,0.8847362126624063,1.0,1/1,11.20%,MICU1
789,prerank,calcium import into the mitochondrion (GO:0036444),-0.8898898898898899,-1.183171489130971,0.23868312757201646,0.8847362126624063,1.0,1/1,11.20%,MICU1
790,prerank,mitochondrial calcium ion homeostasis (GO:0051560),-0.8898898898898899,-1.183171489130971,0.23868312757201646,0.8847362126624063,1.0,1/1,11.20%,MICU1
791,prerank,cellular response to brain-derived neurotrophic factor stimulus (GO:1990416),0.8778778778778779,1.1823124971913908,0.23137254901960785,1.0,1.0,1/1,12.30%,SH3GL2
792,prerank,regulation of blood-brain barrier permeability (GO:1905603),0.8778778778778779,1.1823124971913908,0.23137254901960785,1.0,1.0,1/1,12.30%,SH3GL2
793,prerank,negative regulation of macrophage migration (GO:1905522),-0.6973947895791582,-1.1820487872680516,0.24296675191815856,0.8832166587422557,1.0,2/2,30.50%,EMILIN1;CD200
794,prerank,negative regulation of cell activation (GO:0050866),-0.6973947895791582,-1.1820487872680516,0.24296675191815856,0.8832166587422557,1.0,2/2,30.50%,EMILIN1;CD200
795,prerank,regulation of macrophage migration (GO:1905521),-0.6973947895791582,-1.1820487872680516,0.24296675191815856,0.8832166587422557,1.0,2/2,30.50%,EMILIN1;CD200
796,prerank,cellular response to hypoxia (GO:0071456),0.505269862946657,1.1819716880146398,0.242274412855377,1.0,1.0,3/6,20.60%,HIF3A;FMN2;RORA
797,prerank,positive regulation of cell cycle (GO:0045787),-0.2975708502024291,-1.1817397466112531,0.23404255319148937,0.882525737666696,1.0,12/12,70.70%,CCND1;USP22;PKN2;MDM2;CCDC57;CCNY;TBX3;CCND2;EGFR;PRKCA;MEIS2;SMOC2
798,prerank,"regulation of CD8-positive, alpha-beta T cell activation (GO:2001185)",-0.8878878878878879,-1.18173792954047,0.2459349593495935,0.8716751100789024,1.0,1/1,11.40%,SH3RF1
799,prerank,"regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)",-0.8878878878878879,-1.18173792954047,0.2459349593495935,0.8716751100789024,1.0,1/1,11.40%,SH3RF1
800,prerank,"regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)",-0.8878878878878879,-1.18173792954047,0.2459349593495935,0.8716751100789024,1.0,1/1,11.40%,SH3RF1
801,prerank,regulation of alpha-beta T cell proliferation (GO:0046640),-0.8878878878878879,-1.18173792954047,0.2459349593495935,0.8716751100789024,1.0,1/1,11.40%,SH3RF1
802,prerank,"regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)",-0.8878878878878879,-1.18173792954047,0.2459349593495935,0.8716751100789024,1.0,1/1,11.40%,SH3RF1
803,prerank,pre-replicative complex assembly (GO:0036388),-0.7014028056112224,-1.1814218500453235,0.2608695652173913,0.8711091133250833,1.0,2/2,30.10%,ORC3;ORC4
804,prerank,extrinsic apoptotic signaling pathway (GO:0097191),0.6278836509528586,1.1810030128078608,0.23941605839416058,1.0,1.0,3/3,37.40%,DCC;BCL2;CASP9
805,prerank,extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192),0.6278836509528586,1.1810030128078608,0.23941605839416058,1.0,1.0,3/3,37.40%,DCC;BCL2;CASP9
806,prerank,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),-0.5210843373493975,-1.1806902810999291,0.21370967741935484,0.8701573404242574,1.0,4/4,48.20%,CCND1;TNRC6A;PTEN;TNRC6B
807,prerank,"regulation of DNA-templated transcription, initiation (GO:2000142)",-0.5210843373493975,-1.1806902810999291,0.21370967741935484,0.8701573404242574,1.0,4/4,48.20%,CCND1;TNRC6A;PTEN;TNRC6B
808,prerank,mitotic nuclear membrane reassembly (GO:0007084),-0.41348088531187127,-1.1802748807300447,0.20224719101123595,0.8678963277636979,1.0,6/6,59.00%,PPP2R2A;AHCTF1;REEP3;SPAST;VRK1;NUP93
809,prerank,mitotic nuclear membrane organization (GO:0101024),-0.41348088531187127,-1.1802748807300447,0.20224719101123595,0.8678963277636979,1.0,6/6,59.00%,PPP2R2A;AHCTF1;REEP3;SPAST;VRK1;NUP93
810,prerank,actin cytoskeleton reorganization (GO:0031532),0.5375176412620961,1.1793297989000384,0.24097938144329897,1.0,1.0,3/5,30.10%,AUTS2;CDC42BPA;TRPV4
811,prerank,positive regulation of mRNA metabolic process (GO:1903313),-0.8828828828828829,-1.1781162004098837,0.23492723492723494,0.8752705543690324,1.0,1/1,11.90%,ZC3HAV1
812,prerank,protein deacetylation (GO:0006476),-0.44020100502512566,-1.177735437597893,0.19724770642201836,0.875161994942465,1.0,5/5,56.30%,RCOR3;HDAC5;MTA3;PRDM5;TBL1X
813,prerank,regulation of histone methylation (GO:0031060),0.8858858858858859,1.176824880322894,0.22549019607843138,1.0,1.0,1/1,11.50%,TET1
814,prerank,negative regulation of heterochromatin assembly (GO:0031452),0.8858858858858859,1.176824880322894,0.22549019607843138,1.0,1.0,1/1,11.50%,TET1
815,prerank,regulation of DNA methylation-dependent heterochromatin assembly (GO:0090308),0.8858858858858859,1.176824880322894,0.22549019607843138,1.0,1.0,1/1,11.50%,TET1
816,prerank,regulation of cardiac muscle cell apoptotic process (GO:0010665),-0.5757271815446339,-1.1767369671493408,0.25901639344262295,0.8771857595702208,1.0,3/3,42.70%,CAMK2D;BMPR1A;HAND2
817,prerank,ERBB2 signaling pathway (GO:0038128),0.5327084262056505,1.1758455193192001,0.26515151515151514,1.0,1.0,2/5,12.50%,NRG1;NRG2
818,prerank,positive regulation of DNA-binding transcription factor activity (GO:0051091),0.40650830468371346,1.1747862508919646,0.272234273318872,1.0,1.0,5/13,20.10%,ADCY8;ALK;PPARGC1A;CAMK1D;LRP8
819,prerank,protein import (GO:0017038),-0.41348088531187127,-1.174261606174327,0.22699386503067484,0.8856177354742378,1.0,6/6,59.00%,TNPO1;PRICKLE1;ATAD1;ABCD3;IPO8;NUP93
820,prerank,negative regulation of interleukin-6 production (GO:0032715),-0.5867602808425276,-1.1739751555420035,0.26557377049180325,0.8828732059417375,1.0,3/3,41.60%,GAS6;CD200;BPI
821,prerank,regulation of interleukin-6 production (GO:0032675),-0.5867602808425276,-1.1739751555420035,0.26557377049180325,0.8828732059417375,1.0,3/3,41.60%,GAS6;CD200;BPI
822,prerank,cytoplasmic sequestering of transcription factor (GO:0042994),-0.8788788788788788,-1.1737247545834661,0.24151696606786427,0.8758123608436267,1.0,1/1,12.30%,FAF1
823,prerank,positive regulation of cellular protein catabolic process (GO:1903364),-0.8788788788788788,-1.1737247545834661,0.24151696606786427,0.8758123608436267,1.0,1/1,12.30%,FAF1
824,prerank,cytoplasmic sequestering of NF-kappaB (GO:0007253),-0.8788788788788788,-1.1737247545834661,0.24151696606786427,0.8758123608436267,1.0,1/1,12.30%,FAF1
825,prerank,regulation of cellular protein catabolic process (GO:1903362),-0.8788788788788788,-1.1737247545834661,0.24151696606786427,0.8758123608436267,1.0,1/1,12.30%,FAF1
826,prerank,negative regulation of cysteine-type endopeptidase activity (GO:2000117),-0.43760065376971274,-1.1716906363298547,0.2318840579710145,0.8779845490399462,1.0,4/5,11.40%,GAS6;MAP2K5;CSNK2A1;SH3RF1
827,prerank,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),-0.43760065376971274,-1.1716906363298547,0.2318840579710145,0.8779845490399462,1.0,4/5,11.40%,GAS6;MAP2K5;CSNK2A1;SH3RF1
828,prerank,regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281),-0.43760065376971274,-1.1716906363298547,0.2318840579710145,0.8779845490399462,1.0,4/5,11.40%,GAS6;MAP2K5;CSNK2A1;SH3RF1
829,prerank,regulation of interferon-gamma production (GO:0032649),0.7283841210275553,1.1716264259802727,0.2544,1.0,1.0,1/2,12.80%,PDE4B
830,prerank,protein localization to nucleus (GO:0034504),-0.41348088531187127,-1.1712497434438167,0.2542372881355932,0.8776359110378783,1.0,6/6,59.00%,TNPO1;PRICKLE1;MDM2;IPO8;WRN;NUP93
831,prerank,negative regulation of cytoskeleton organization (GO:0051494),0.5635171231424216,1.1708719151243396,0.2556894243641232,1.0,1.0,3/4,36.60%,SLIT2;KANK1;PLEKHH2
832,prerank,regulation of extrinsic apoptotic signaling pathway (GO:2001236),-0.6753507014028055,-1.170618599873926,0.2436548223350254,0.8787260433562833,1.0,2/2,32.70%,SH3RF1;FGFR1
833,prerank,response to insulin (GO:0032868),-0.41851106639839036,-1.1704578283872047,0.24299065420560748,0.8772984269655301,1.0,6/6,58.50%,INSR;HDAC5;KAT2B;LPIN1;GOT1;IRS1
834,prerank,coronary vasculature morphogenesis (GO:0060977),-0.8858858858858859,-1.1704351535836186,0.25806451612903225,0.87532514207683,1.0,1/1,11.60%,SPRED1
835,prerank,spermidine metabolic process (GO:0008216),-0.8808808808808809,-1.1699301770630743,0.24609375,0.8696140397578257,1.0,1/1,12.10%,SAT2
836,prerank,cellular biogenic amine biosynthetic process (GO:0042401),-0.8808808808808809,-1.1699301770630743,0.24609375,0.8696140397578257,1.0,1/1,12.10%,SAT2
837,prerank,polyamine biosynthetic process (GO:0006596),-0.8808808808808809,-1.1699301770630743,0.24609375,0.8696140397578257,1.0,1/1,12.10%,SAT2
838,prerank,polyamine metabolic process (GO:0006595),-0.8808808808808809,-1.1699301770630743,0.24609375,0.8696140397578257,1.0,1/1,12.10%,SAT2
839,prerank,macromolecule modification (GO:0043412),-0.8938938938938938,-1.1692961898710408,0.24950884086444008,0.8650782354784613,1.0,1/1,10.80%,SETD5
840,prerank,covalent chromatin modification (GO:0016569),-0.8938938938938938,-1.1692961898710408,0.24950884086444008,0.8650782354784613,1.0,1/1,10.80%,SETD5
841,prerank,regulation of cell junction assembly (GO:1901888),-0.8938938938938938,-1.1692961898710408,0.24950884086444008,0.8650782354784613,1.0,1/1,10.80%,SETD5
842,prerank,"regulation of DNA-templated transcription, elongation (GO:0032784)",-0.8938938938938938,-1.1692961898710408,0.24950884086444008,0.8650782354784613,1.0,1/1,10.80%,SETD5
843,prerank,cardiac muscle cell differentiation (GO:0055007),0.7234468937875753,1.1690589255927326,0.22523961661341854,1.0,1.0,2/2,27.80%,NRG1;WT1
844,prerank,negative regulation of DNA metabolic process (GO:0051053),-0.6793587174348696,-1.1689273882026219,0.2810810810810811,0.8643026435045069,1.0,2/2,32.30%,KMT2A;ZRANB3
845,prerank,peroxisome organization (GO:0007031),-0.6863727454909819,-1.1688974050982857,0.23743016759776536,0.8624566705108544,1.0,2/2,31.60%,MFF;ABCD3
846,prerank,negative regulation of cell migration (GO:0030336),0.387165786894088,1.168628731189762,0.2724358974358974,1.0,1.0,7/16,28.00%,TMEFF2;SLIT2;MCC;MAGI2;LIMCH1;KANK1;DPEP1
847,prerank,negative regulation of hippo signaling (GO:0035331),0.7063336471318179,1.1685016982107954,0.24121405750798722,1.0,1.0,1/2,0.80%,SHANK2
848,prerank,neuron maturation (GO:0042551),-0.8688688688688688,-1.1680547834174175,0.24517374517374518,0.8605372006139003,1.0,1/1,13.30%,FARP2
849,prerank,regulation of integrin activation (GO:0033623),-0.8688688688688688,-1.1680547834174175,0.24517374517374518,0.8605372006139003,1.0,1/1,13.30%,FARP2
850,prerank,neuron remodeling (GO:0016322),-0.8688688688688688,-1.1680547834174175,0.24517374517374518,0.8605372006139003,1.0,1/1,13.30%,FARP2
851,prerank,cellular response to chemical stress (GO:0062197),0.569050383555088,1.1674965114004126,0.26649076517150394,1.0,1.0,3/4,30.10%,PPARGC1A;ETV5;TRPV4
852,prerank,G2/M transition of mitotic cell cycle (GO:0000086),-0.2948328267477204,-1.1671382090160252,0.25806451612903225,0.8601139581457347,1.0,13/13,71.00%,BTRC;PPP2R2A;CSNK1E;MNAT1;PLCB1;CCDC57;OPTN;CCNY;ENSA;CEP70;NINL;PRKAR2B;CDK14
853,prerank,cell cycle G2/M phase transition (GO:0044839),-0.2948328267477204,-1.1671382090160252,0.25806451612903225,0.8601139581457347,1.0,13/13,71.00%,BTRC;PPP2R2A;CSNK1E;MNAT1;PLCB1;CCDC57;OPTN;CCNY;ENSA;CEP70;NINL;PRKAR2B;CDK14
854,prerank,monoacylglycerol metabolic process (GO:0046462),-0.6943887775551102,-1.1669338434389018,0.2693333333333333,0.8552308787235481,1.0,2/2,30.80%,MGLL;PLA2G4A
855,prerank,glycerolipid catabolic process (GO:0046503),-0.6943887775551102,-1.1669338434389018,0.2693333333333333,0.8552308787235481,1.0,2/2,30.80%,MGLL;PLA2G4A
856,prerank,arachidonic acid metabolic process (GO:0019369),-0.6943887775551102,-1.1669338434389018,0.2693333333333333,0.8552308787235481,1.0,2/2,30.80%,MGLL;PLA2G4A
857,prerank,negative regulation of axonogenesis (GO:0050771),0.4953756092062166,1.1656778530275291,0.2668269230769231,1.0,1.0,2/6,11.20%,DCC;MAP2
858,prerank,negative regulation of developmental growth (GO:0048640),0.4953756092062166,1.1656778530275291,0.2668269230769231,1.0,1.0,2/6,11.20%,DCC;MAP2
859,prerank,mitochondrial fission (GO:0000266),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
860,prerank,mitochondrion morphogenesis (GO:0070584),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
861,prerank,regulation of mitochondrial fission (GO:0090140),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
862,prerank,positive regulation of mitochondrial fission (GO:0090141),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
863,prerank,regulation of release of cytochrome c from mitochondria (GO:0090199),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
864,prerank,establishment of protein localization to mitochondrion (GO:0072655),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
865,prerank,cell part morphogenesis (GO:0032990),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
866,prerank,mitochondrial fragmentation involved in apoptotic process (GO:0043653),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
867,prerank,peroxisome fission (GO:0016559),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
868,prerank,positive regulation of release of cytochrome c from mitochondria (GO:0090200),-0.8678678678678678,-1.1656377601260413,0.2578125,0.8414473689485497,1.0,1/1,13.40%,MFF
869,prerank,aminophospholipid transport (GO:0015917),-0.8768768768768769,-1.164893617021276,0.23742454728370221,0.840697833820933,1.0,1/1,12.50%,ATP8A1
870,prerank,lipid translocation (GO:0034204),-0.8768768768768769,-1.164893617021276,0.23742454728370221,0.840697833820933,1.0,1/1,12.50%,ATP8A1
871,prerank,phosphatidylcholine acyl-chain remodeling (GO:0036151),-0.5697091273821464,-1.163950762839137,0.2705479452054795,0.8427884424686111,1.0,3/3,43.30%,PLA2G4A;LPCAT1;MBOAT2
872,prerank,regulation of myelination (GO:0031641),0.7184368737474949,1.1635156268693052,0.27001569858712715,1.0,1.0,2/2,28.30%,TENM4;PARD3
873,prerank,positive regulation of nervous system process (GO:0031646),0.7184368737474949,1.1635156268693052,0.27001569858712715,1.0,1.0,2/2,28.30%,TENM4;PARD3
874,prerank,positive regulation of myelination (GO:0031643),0.7184368737474949,1.1635156268693052,0.27001569858712715,1.0,1.0,2/2,28.30%,TENM4;PARD3
875,prerank,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),-0.4084507042253521,-1.163039149425837,0.27218934911242604,0.8448040748496207,1.0,6/6,59.50%,CCND1;PLCB1;CDK10;CCND2;EGFR;MTBP
876,prerank,cellular response to hexose stimulus (GO:0071331),0.5711407917365937,1.1630209391967417,0.27466666666666667,1.0,1.0,1/4,1.20%,ADCY8
877,prerank,response to glucose (GO:0009749),0.5711407917365937,1.1630209391967417,0.27466666666666667,1.0,1.0,1/4,1.20%,ADCY8
878,prerank,calcineurin-mediated signaling (GO:0097720),-0.6773547094188376,-1.162845824282756,0.28150134048257375,0.8402073430384712,1.0,2/2,32.50%,PPP3CB;PPP3CA
879,prerank,inositol phosphate-mediated signaling (GO:0048016),-0.6773547094188376,-1.162845824282756,0.28150134048257375,0.8402073430384712,1.0,2/2,32.50%,PPP3CB;PPP3CA
880,prerank,calcineurin-NFAT signaling cascade (GO:0033173),-0.6773547094188376,-1.162845824282756,0.28150134048257375,0.8402073430384712,1.0,2/2,32.50%,PPP3CB;PPP3CA
881,prerank,response to amyloid-beta (GO:1904645),0.6224886673273237,1.1626886032708752,0.2655367231638418,1.0,1.0,2/3,17.50%,CACNA1A;CALCR
882,prerank,brain development (GO:0007420),0.3955496276778735,1.1608023776577774,0.29354838709677417,1.0,1.0,8/13,37.60%,CNTNAP2;ADGRL3;CDH2;ROBO2;MEIS1;ZIC1;ATXN1;MEIS2
883,prerank,gene expression (GO:0010467),-0.26497461928934013,-1.1601063852774223,0.26785714285714285,0.8504648298124333,1.0,15/15,74.00%,THOC2;AGO2;NUP58;MRPS21;UPF2;SMG6;TESC;CELF2;SRSF1;PPP5C;NUP93;ATXN1;NOVA1;DTX1;DHX8
884,prerank,regulation of cellular amide metabolic process (GO:0034248),-0.8708708708708709,-1.1598364036476567,0.25748502994011974,0.8478189580993882,1.0,1/1,13.10%,PUM3
885,prerank,regulation of cellular protein metabolic process (GO:0032268),-0.8708708708708709,-1.1598364036476567,0.25748502994011974,0.8478189580993882,1.0,1/1,13.10%,PUM3
886,prerank,cellular zinc ion homeostasis (GO:0006882),-0.8658658658658659,-1.159635372517311,0.25680933852140075,0.8414520978353452,1.0,1/1,13.60%,SLC39A10
887,prerank,zinc ion homeostasis (GO:0055069),-0.8658658658658659,-1.159635372517311,0.25680933852140075,0.8414520978353452,1.0,1/1,13.60%,SLC39A10
888,prerank,zinc ion import across plasma membrane (GO:0071578),-0.8658658658658659,-1.159635372517311,0.25680933852140075,0.8414520978353452,1.0,1/1,13.60%,SLC39A10
889,prerank,zinc ion transmembrane transport (GO:0071577),-0.8658658658658659,-1.159635372517311,0.25680933852140075,0.8414520978353452,1.0,1/1,13.60%,SLC39A10
890,prerank,actomyosin structure organization (GO:0031032),0.5203560785211261,1.1595041972301092,0.28294573643410853,1.0,1.0,3/5,21.60%,EPB41L5;CDC42BPA;OBSCN
891,prerank,regulation of ion transport (GO:0043269),0.8678678678678677,1.1594208955067946,0.248046875,1.0,1.0,1/1,13.30%,SPTBN4
892,prerank,regulation of actin filament-based movement (GO:1903115),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
893,prerank,regulation of cardiac muscle contraction (GO:0055117),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
894,prerank,cellular response to epinephrine stimulus (GO:0071872),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
895,prerank,positive regulation of interferon-gamma production (GO:0032729),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
896,prerank,negative regulation of relaxation of muscle (GO:1901078),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
897,prerank,positive regulation of interleukin-2 production (GO:0032743),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
898,prerank,cellular response to catecholamine stimulus (GO:0071870),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
899,prerank,regulation of interleukin-2 production (GO:0032663),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
900,prerank,response to epinephrine (GO:0071871),0.8728728728728729,1.1589798797427509,0.2648752399232246,1.0,1.0,1/1,12.80%,PDE4B
901,prerank,regulation of mitotic sister chromatid separation (GO:0010965),0.8588588588588587,1.158920717936527,0.266,1.0,1.0,1/1,14.20%,HECW2
902,prerank,regulation of metaphase/anaphase transition of cell cycle (GO:1902099),0.8588588588588587,1.158920717936527,0.266,1.0,1.0,1/1,14.20%,HECW2
903,prerank,regulation of transmembrane transporter activity (GO:0022898),0.7034068136272544,1.1576660845116677,0.27488151658767773,1.0,1.0,2/2,29.80%,CHRM3;BCL2
904,prerank,positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),0.5292165375539712,1.157397534012092,0.2779874213836478,1.0,1.0,4/5,40.90%,AUTS2;TENM2;EPS8L2;FNBP1L
905,prerank,tail-anchored membrane protein insertion into ER membrane (GO:0071816),-0.8748748748748749,-1.156781277710972,0.2504970178926441,0.8489406095465117,1.0,1/1,12.70%,EMC2
